,area,name,num,class0,class1,class2
177,zwy3,jump_3.0_A.csv,0,0.0,0.0,0.0
178,zwy3,jump_3.0_A_d1.csv,5,0.8,0.2,0.0
179,zwy3,jump_5.0_A.csv,0,0.0,0.0,0.0
180,zwy3,jump_5.0_A_d1.csv,0,0.0,0.0,0.0
181,zwy3,walk_0.0_A.csv,78,0.0,0.0,1.0
182,zwy3,walk_0.0_A_d1.csv,49,0.0,0.0,1.0
183,zwy3,walk_1.0_A.csv,66,0.046875,0.0,0.953125
184,zwy3,walk_1.0_A_d1.csv,69,0.03125,0.0234375,0.9453125
185,zwy3,walk_3.0_A.csv,30,0.7,0.03333333333333333,0.26666666666666666
186,zwy3,walk_3.0_A_d1.csv,10,1.0,0.0,0.0
187,zwy3,walk_5.0_A.csv,0,0.0,0.0,0.0
188,zwy3,walk_5.0_A_d1.csv,0,0.0,0.0,0.0
189,zwy3,walk_md_A.csv,239,0.08801529255319149,0.01171875,0.9002659574468085
190,zwy4,dig_0.0_A.csv,49,1.0,0.0,0.0
191,zwy4,dig_1.0_A.csv,49,1.0,0.0,0.0
192,zwy4,dig_3.0_A.csv,5,0.8,0.0,0.2
193,zwy4,dig_5.0_A.csv,1,0.0,0.0,1.0
194,zwy4,dig_md_A.csv,620,0.9572443181818182,0.017045454545454548,0.02571022727272727
195,zwy4,jump_0.0_A.csv,47,0.02127659574468085,0.9787234042553191,0.0
196,zwy4,jump_1.0_A.csv,39,0.10256410256410256,0.8461538461538461,0.05128205128205128
197,zwy4,jump_3.0_A.csv,40,0.275,0.6,0.125
198,zwy4,jump_5.0_A.csv,0,0.0,0.0,0.0
199,zwy4,jump_md_A.csv,385,0.109375,0.8459821428571429,0.044642857142857144
200,zwy4,walk_0.0_A.csv,62,0.0,0.0,1.0
201,zwy4,walk_1.0_A.csv,57,0.017543859649122806,0.017543859649122806,0.9649122807017544
202,zwy4,walk_3.0_A.csv,51,0.058823529411764705,0.0,0.9411764705882353
203,zwy4,walk_5.0_A.csv,1,0.0,1.0,0.0
204,zwy4,walk_md_A.csv,441,0.020089285714285716,0.011160714285714286,0.96875
205,j11,dig_0.0_A.csv,49,0.8775510204081632,0.061224489795918366,0.061224489795918366
206,j11,dig_1.0_A.csv,48,0.7083333333333334,0.1875,0.10416666666666667
207,j11,dig_3.0_A.csv,43,0.9767441860465116,0.023255813953488372,0.0
